path,label
../img/neg/Im195_0.tif,0
../img/neg/Im180_0.tif90.png,0
../img/neg/Im164_0.tif,0
../img/neg/Im176_0.tif270.png,0
../img/neg/Im150_0.tif90.png,0
../img/neg/Im220_0.tif270.png,0
../img/neg/Im246_0.tif90.png,0
../img/neg/Im250_0.tif90.png,0
../img/neg/Im220_0.tif,0
../img/neg/Im226_0.tif180.png,0
../img/neg/Im183_0.tif,0
../img/neg/Im228_0.tif180.png,0
../img/neg/Im161_0.tif180.png,0
../img/neg/Im253_0.tif180.png,0
../img/neg/Im151_0.tif180.png,0
../img/neg/Im207_0.tif90.png,0
../img/neg/Im203_0.tif,0
../img/neg/Im237_0.tif90.png,0
../img/neg/Im150_0.tif270.png,0
../img/neg/Im200_0.tif,0
../img/neg/Im254_0.tif,0
../img/neg/Im209_0.tif90.png,0
../img/neg/Im173_0.tif,0
../img/neg/Im249_0.tif90.png,0
../img/neg/Im226_0.tif,0
../img/neg/Im170_0.tif180.png,0
../img/neg/Im222_0.tif90.png,0
../img/neg/Im167_0.tif,0
../img/neg/Im163_0.tif180.png,0
../img/neg/Im162_0.tif90.png,0
../img/neg/Im198_0.tif180.png,0
../img/neg/Im201_0.tif270.png,0
../img/neg/Im218_0.tif180.png,0
../img/neg/Im195_0.tif180.png,0
../img/neg/Im146_0.tif,0
../img/neg/Im136_0.tif270.png,0
../img/neg/Im233_0.tif90.png,0
../img/neg/Im181_0.tif,0
../img/neg/Im168_0.tif180.png,0
../img/neg/Im213_0.tif90.png,0
../img/neg/Im135_0.tif180.png,0
../img/neg/Im157_0.tif270.png,0
../img/neg/Im189_0.tif90.png,0
../img/neg/Im237_0.tif270.png,0
../img/neg/Im193_0.tif180.png,0
../img/neg/Im144_0.tif270.png,0
../img/neg/Im164_0.tif270.png,0
../img/neg/Im135_0.tif270.png,0
../img/neg/Im175_0.tif90.png,0
../img/neg/Im149_0.tif90.png,0
../img/neg/Im138_0.tif,0
../img/neg/Im260_0.tif270.png,0
../img/neg/Im176_0.tif90.png,0
