path,label
../img/pos/Im073_1.tif180.png,1
../img/pos/Im083_1.tif270.png,1
../img/pos/Im094_1.tif270.png,1
../img/pos/Im097_1.tif270.png,1
../img/pos/Im064_1.tiff.png,1
../img/pos/Im026_1.tif270.png,1
../img/pos/Im080_1.tif270.png,1
../img/pos/Im067_1.tif90.png,1
../img/pos/Im085_1.tif,1
../img/pos/Im040_1.tif180.png,1
../img/pos/Im038_1.tif,1
../img/pos/Im069_1.tiff.png,1
../img/pos/Im006_1.tiff.png,1
../img/pos/Im033_1.tif90.png,1
../img/pos/Im012_1.tif270.png,1
../img/pos/Im091_1.tif180.png,1
../img/pos/Im121_1.tif,1
../img/pos/Im077_1.tif,1
../img/pos/Im043_1.tif90.png,1
../img/pos/Im045_1.tif180.png,1
../img/pos/Im082_1.tif90.png,1
../img/pos/Im045_1.tif90.png,1
../img/pos/Im059_1.tif,1
../img/pos/Im038_1.tif270.png,1
../img/pos/Im124_1.tif270.png,1
../img/pos/Im116_1.tif,1
../img/pos/Im011_1.tiff.png,1
../img/pos/Im027_1.tif,1
../img/pos/Im003_1.tif270.png,1
../img/pos/Im039_1.tif90.png,1
../img/pos/Im023_1.tif270.png,1
../img/pos/Im062_1.tif,1
../img/pos/Im113_1.tif270.png,1
../img/pos/Im123_1.tif90.png,1
../img/pos/Im127_1.tif,1
../img/pos/Im025_1.tif90.png,1
../img/pos/Im010_1.tif270.png,1
../img/pos/Im079_1.tif270.png,1
../img/pos/Im117_1.tif90.png,1
../img/pos/Im076_1.tif90.png,1
../img/pos/Im071_1.tif270.png,1
../img/pos/Im130_1.tif90.png,1
../img/pos/Im028_1.tif,1
../img/pos/Im104_1.tif270.png,1
../img/pos/Im027_1.tif90.png,1
../img/pos/Im083_1.tif90.png,1
../img/pos/Im016_1.tif,1
../img/pos/Im037_1.tif,1
../img/pos/Im049_1.tif270.png,1
../img/pos/Im020_1.tif,1
../img/pos/Im111_1.tif270.png,1
../img/pos/Im016_1.tif90.png,1
../img/pos/Im120_1.tif270.png,1
../img/pos/Im058_1.tif180.png,1
../img/pos/Im071_1.tif180.png,1
../img/pos/Im102_1.tif270.png,1
../img/pos/Im072_1.tif180.png,1
../img/pos/Im006_1.tif270.png,1
../img/pos/Im127_1.tiff.png,1
../img/pos/Im053_1.tif180.png,1
../img/pos/Im089_1.tif180.png,1
../img/pos/Im020_1.tif90.png,1
../img/pos/Im056_1.tif,1
../img/pos/Im112_1.tif,1
../img/pos/Im091_1.tiff.png,1
../img/pos/Im024_1.tif90.png,1
../img/pos/Im102_1.tiff.png,1
../img/pos/Im104_1.tif,1
../img/pos/Im038_1.tiff.png,1
../img/pos/Im029_1.tif90.png,1
../img/pos/Im060_1.tiff.png,1
../img/pos/Im036_1.tiff.png,1
../img/pos/Im101_1.tif90.png,1
../img/pos/Im007_1.tif270.png,1
../img/pos/Im087_1.tiff.png,1
../img/pos/Im034_1.tif180.png,1
../img/pos/Im110_1.tiff.png,1
../img/pos/Im122_1.tif180.png,1
../img/pos/Im018_1.tif180.png,1
../img/pos/Im041_1.tif180.png,1
../img/pos/Im028_1.tiff.png,1
../img/pos/Im104_1.tiff.png,1
../img/pos/Im091_1.tif270.png,1
../img/pos/Im082_1.tif270.png,1
../img/pos/Im095_1.tiff.png,1
../img/pos/Im028_1.tif180.png,1
../img/pos/Im042_1.tif90.png,1
../img/pos/Im104_1.tif180.png,1
../img/pos/Im063_1.tiff.png,1
../img/pos/Im075_1.tif90.png,1
../img/pos/Im042_1.tif270.png,1
../img/pos/Im123_1.tif270.png,1
../img/pos/Im055_1.tif90.png,1
../img/pos/Im072_1.tiff.png,1
../img/pos/Im122_1.tif90.png,1
../img/pos/Im032_1.tiff.png,1
../img/pos/Im015_1.tif180.png,1
../img/pos/Im067_1.tif,1
../img/pos/Im094_1.tif,1
../img/pos/Im027_1.tif270.png,1
../img/pos/Im108_1.tif180.png,1
../img/pos/Im043_1.tif,1
../img/pos/Im055_1.tif270.png,1
../img/pos/Im130_1.tif,1
../img/pos/Im022_1.tif,1
